B03-001	SUPPORTS	studio-desk HEAD is 41ee357 as pinned and devLogin.ts:33 is verbatim DEV_LOGIN_ENABLED = process.env.NODE_ENV !== 'production'
B03-002	SUPPORTS	ant-academy HEAD is 22df69dd and route.js:78 is the createSignInToken call, i.e. the minting site the row names
B03-003	SUPPORTS	devLogin.js:29 is the exact gate constant and the :26-27 comment carries the "hard-404s anywhere it is deployed" half
B03-004	SUPPORTS	auth.setup.ts:57-58 and :62 carry both quoted sentences verbatim, including "skips both factors"
B03-005	SUPPORTS	staging-clerk.md:55-58 is the curl POST /v1/sign_in_tokens recipe explicitly for the "new device" challenge (Quirk #13)
B03-006	SUPPORTS	staging_from_dump.md:381-384 is the same curl one-shot-ticket bypass of the "new device" sign-in challenge
B03-007	SUPPORTS	staging-bringup.md:461 is Quirk #13 and prescribes POST /v1/sign_in_tokens as the bypass, as the unit says
B03-008	SUPPORTS	ant-academy.md:324 is the DEV_LOGIN_ENABLED row listing the /api/dev/login-as + /dev/accept public-route pair
B03-009	SUPPORTS	studio-desk.md:90 reads "Dev-only acceptance harness (dev-accept.html; not in the prod build)" verbatim
B03-010	UNRESOLVABLE	pinned @ app 5ba17044; clone HEAD is ad9f3c49 where clerk-sdk-go/v2 v2.7.0 sits at go.mod:29, not :31
B03-011	SUPPORTS	run.go:134-135 is the const block defining ExitRegressed = 2 and ExitUnmeasurable = 3, exactly as cited
B03-012	SUPPORTS	store.go:126-148 documents and implements SeedOrgIdentity registering the roster's REAL org eid over the fabricated "org_eid_"+orgID
B03-013	SUPPORTS	src/index.ts:94-96 is the four-element STUDIO_ACCESS_ROLES array with the quoted prefixed-and-bare comment
B03-014	SUPPORTS	userService.ts:14-16 is the identical array plus the identical comment, as the unit states
B03-015	SUPPORTS	sentinel HEAD is f2c46190 as pinned and go.mod:8 reads github.com/anthropos-work/colony v0.35.2
B03-016	SUPPORTS	server.go:35-67 carries the M220 from-disk/bounded-fallback block, clerkJSFetchTimeout = 15s, FAKE_FAPI_CLERKJS_CACHE and the "Explicitly NOT http.DefaultClient" + no-http.Get-test comment
B03-017	SUPPORTS	main.tf:39 service_desired_count = 0 sits inside an intact module "cms" block, backing "scaled to zero, not deleted"
B03-018	SUPPORTS	service-dependencies.md:52 carries the literal http://backend.internal.anthropos:8081 in past tense under the "no external callers left" heading
B03-019	UNRESOLVABLE	pinned @ app b948604; at HEAD ad9f3c49 main.go:1205-1211 is the M805 cms-worker comment and the quoted "Additive + DORMANT ... until the M809 re-point" text is at :1317-1318
B03-020	SUPPORTS	studioManager.go:1099-1101 at the pinned HEAD ad9f3c49 is runCommand with exec.CommandContext(ctx, name, args...) — argv form, no shell
B03-021	SUPPORTS	session.go:205-207 has the quoted deseam comment and calls u.cms.GetSkillPathDomain where u.cms is contentread.CmsContentReader (:50)
B03-022	SUPPORTS	cms/go.mod:3 reads go 1.26.4 exactly as quoted
B03-023	SUPPORTS	cms/cmd/root.go:77 is cmp.Or(os.Getenv("PORT"), "8080"), the binary's own default the unit asserts
B03-024	SUPPORTS	service-dependencies.md:52 @ ad9f3c49 (= clone HEAD) is a markdown line, past tense, under the quoted heading — exactly the unit's characterisation
B03-025	SUPPORTS	markdownManager.go:10 imports internal/cms/studio/mistralocr, and the unit asserts the offset holds at ad9f3c49 = clone HEAD
B03-026	SUPPORTS	pdf2md.py:24 is "from mistralai import Mistral" verbatim
