B04-001	SUPPORTS	extract.go:77 is the converter.ConvertToPDF call in the course-builder routing extractor; gotenbergMimes at :17-27 holds exactly 9 MIME types (xls/xlsx/ppt/doc/odt/ods/odp + application/rtf + text/rtf) and no DOCX — :41 routes DOCX straight to docconv.
B04-002	SUPPORTS	:68 is ConvertToPDF inside the DOCX-only branch (:67) of the OCR fallback, entered after the "document has no readable text" log at :65 — DOCX-only and no-readable-text-gated both verify.
B04-003	SUPPORTS	graphql-wundergraph/terraform/main.tf:20 reads service_desired_count = 1, exactly the production-column cell.
B04-004	SUPPORTS	:135 is VITE_GRAPHQL_ENDPOINT=http://localhost:8082/graphql/query inside the studio-desk service (declared :112); the paired :160/:119/:151 anchors also verify at platform 0c91421.
B04-005	SUPPORTS	the whole 10-line ci/update-subgraph.sh carries exactly one gh release download, at :9, with -R anthropos-work/app; no cms/jobsimulation downloads remain.
B04-006	SUPPORTS	:186 is the anonymous-viewer rejection inside AuthorizationMiddleware, and the three exemptions it claims (isPublicOnlyOperation / isFederationQuery / Development && isIntrospectionOnlyQuery) are the guard at :175-176 of the same if-block.
B04-007	SUPPORTS	census resolved bare CLAUDE.md:85 to the rosetta root file, but the doc's subject repo — graphql-wundergraph/CLAUDE.md:85 — reads verbatim "wgc router compose -i supergraph-config-local.yaml" while ls shows only -compose/-dev/-prod, and subgraphs.conf is the single line BACKEND=v1.360.0.
B04-008	SUPPORTS	the app clone is at ad9f3c49 (clones.pin.json), where :450 is switch org.IsHiring, :453 antRole = enum.RoleCandidate and :537 the "organization is not hiring" error — the banner's non-uniform-offset anchor set resolves as stated.
B04-009	SUPPORTS	intelligence.go:1700 is query := m.ent.JobSimulationSession.Query() — the canonical session read, no mirror.
B04-010	SUPPORTS	repos.yml:14-17 is the app entry with migrations: true, and the same 28-line file shows the other three entries at migrations: false plus a header comment stating app is the ONLY repo with migrations.
B04-011	SUPPORTS	dependency_map.md:78 carries the quoted "directly to the public schema (the legacy jobsimulation schema is non-authoritative)" under § 2. Job Simulation.
B04-012	SUPPORTS	hiring_config.go:99 is a direct c.CopyRowsIdempotent into public.organization_sim_invitation_links — no CreateOrganizationSimInvitationLink RPC, so the "organization is not hiring" hard-error cannot reach the seeder.
B04-013	SUPPORTS	same anchor: the seeder writes the position rows straight to public.organization_sim_invitation_links via CopyRowsIdempotent at :99, so the Clerk-only failure mode does not block it.
B04-014	SUPPORTS	repos.yml:14-17 is app with migrations: true; the rest of the 28-line file (sentinel, next-web-app, studio-desk) is migrations: false and jobsimulation has no entry at all.
B04-015	SUPPORTS	insights.ts:31-82 is exactly the GET_INSIGHTS_BY_JOB_SIMULATIONS_BY_MEMBERS gql block declaring query insightsJobSimulationByMemberships.
B04-016	SUPPORTS	intelligence.go:1700 reads m.ent.JobSimulationSession.Query(); no LocalJobsimulationSession entity exists in the schema dir any more.
B04-017	SUPPORTS	job_simulation_session.go:45 is field.Float32("score").Default(0).Min(0).Max(100); the file header names table job_simulation_sessions, and the row's companions verify (score read at intelligence.go:1820, assigned :1846, no local_jobsimulation_session.go).
B04-018	PARTIAL	the cited ranges miss their own subject: the three validation_* tables are named at :66-68 and WRITTEN at :92-94, while :69-71 is the comment about the REMOVED jobsimulation.sessions step and :143-167 starts on flush()'s closing brace, covering only sessionCols + attemptResultCols.
B04-019	SUPPORTS	enum/jobsimulation.go:29-35 is the closed const block with exactly pending/passed/failed/discarded/timedout and no SIMULATION_ member; Values() opens at :37.
B04-020	PARTIAL	:152-158 does show "token" in sessionCols(), but it can only establish the CURRENT column set — "has always written it" is unverifiable from the file, whose own :147-151 comment records the list being changed (M257, then iter-06).
B04-021	SUPPORTS	persona_write.go:91 is literally {"public", "job_simulation_sessions", sessionCols(), a.sessions}, and sessionCols() is declared at :152 as the claim says.
B04-022	SUPPORTS	orgGroups.ts:48-65 is orgSectionVisibility({isAdmin, showStudio}) with intelligence: isAdmin at :61 — the parameter list carries no isHiringOrg, exactly as the retraction states.
B04-023	SUPPORTS	cms/terraform/main.tf:39 reads service_desired_count = 0 inside an intact module "cms" block (:30), in a 191-line file — both halves of the "module has not moved" measurement hold at this clone.
B04-024	UNRESOLVABLE	the unit pins docker-compose.yml:83 "@ that ref", 2adcf71; this tree's platform is 0c91421 (clones.pin.json), where :83 is STORAGE_S3_PUBLIC_BUCKET and no jobsimulation service exists at all.
B04-025	UNRESOLVABLE	the unit pins repos.yml:17-19 @ 2adcf71; at platform 0c91421 those lines are app's schema key plus the sentinel entry, so the historical "migrations: false # legacy" row cannot be checked here.
B04-026	SUPPORTS	app/knowledge/service-dependencies.md:52 carries the literal http://backend.internal.anthropos:8081 inside the past-tense sentence under the heading "There are no external callers of app's RPC mux left." — app is at ad9f3c49, the ref the unit names.
B04-027	UNRESOLVABLE	the in-app edge is pinned to app/main.go:1204 @ b948604; this tree's app is ad9f3c49, where :1204 is cmsReaderSw.set(cmsRPCServer) and the JobSimulationService handler is registered at :1314.
B04-028	UNRESOLVABLE	claim pinned to jobsimulation 6092c6d2; this tree's jobsimulation clone is 5d3003f9, where module "jobsimulation" is still PRESENT at :31 with service_desired_count = 0 at :40 — the "block is deleted / count appears nowhere" state is not the state of this checkout, and :15-22 here is the atlas_migration data block.
B04-029	SUPPORTS	census resolved bare cmd/root.go:77 to the cms clone, but the doc's own repo — jobsimulation/cmd/root.go — has the identical :77 port := cmp.Or(os.Getenv("PORT"), "8080") and :78 rpcPort 8081, so the binary-default claim verifies either way.
